Id|FK_OilAndGas|FK_Asset|FK_OtherParameter|FK_LifeCycleTS|FK_LifeCycle|FK_Company|FK_HistoricCompany|FK_Reserves|FK_OilAndGasType|1P Reserves|2P Reserves|Original Resources|Remaining Resources|1P Reserves Forward Case|1P Reserves High Case|1P Reserves Low Case|1P Reserves Mid Case|1P Reserves  Low Low Case|1P Reserves Mid Low Case|1P Reserves Low Low Low Case|1P Reserves Mid Low Low Case|1P Reserves Mid Mid Low Case|1P Reserves Mid Mid Low Low Case|2P Reserves Forward Case|2P Reserves High Case|2P Reserves Low Case|2P Reserves Mid Case|2P Reserves  Low Low Case|2P Reserves Mid Low Case|2P Reserves Low Low Low Case|2P Reserves Mid Low Low Case|2P Reserves Mid Mid Low Case|2P Reserves Mid Mid Low Low Case|Original Resources Forward Case|Original Resources High Case|Original Resources Low Case|Original Resources Mid Case|Original Resources  Low Low Case|Original Resources Mid Low Case|Original Resources Low Low Low Case|Original Resources Mid Low Low Case|Original Resources Mid Mid Low Case|Original Resources Mid Mid Low Low Case|Remaining Resources Forward Case|Remaining Resources High Case|Remaining Resources Low Case|Remaining Resources Mid Case|Remaining Resources  Low Low Case|Remaining Resources Mid Low Case|Remaining Resources Low Low Low Case|Remaining Resources Mid Low Low Case|Remaining Resources Mid Mid Low Case|Remaining Resources Mid Mid Low Low Case
181717|2|32597|3|9|9|16|16|2|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.40299999713897705|0|0.40299999713897705|0|0|0|0|0|0
180993|2|32566|111|25|6|685|3|5|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1.0900000333786011|0|-1.0900000333786011|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
181107|4|32568|3|25|2|685|3|5|11|0|0|0.01840000041|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.8400000408291817E-2|1.8400000408291817E-2|1.8400000408291817E-2|1.8400000408291817E-2|1.8400000408291817E-2|1.8400000408291817E-2|0|0|0|0|0|0|0|0|0|0|0|0|0|0
181173|4|32573|3|25|7|10|6|5|11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.71100002527236938|0|0.69199997186660767|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
181201|4|32573|75|7|7|168|168|3|11|0|0|0|0.7310000062|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.75800001621246338|0|0.68900001049041748|0|0.66699999570846558|0.7149999737739563|0.66699999570846558|0.7149999737739563|0|0.7149999737739563
181230|12|32573|3|25|7|10|6|5|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.059999942779541|0|1.059999942779541|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
181258|12|32573|75|25|7|685|6|5|6|0|0|0.2639999986|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.26399999856948853|0|0.26100000739097595|0|0.25400000810623169|0.26399999856948853|0|0|0|0|0|0|0|0|0|0|0|0|0|0
181259|12|32573|75|25|7|685|20932|5|6|0|0|0.6869999766|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.68699997663497925|0|0.67900002002716064|0|0.6600000262260437|0.68699997663497925|0|0|0|0|0|0|0|0|0|0|0|0|0|0
181261|12|32573|111|7|7|168|168|2|6|0|0|0|-0.1620000005|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-0.16200000047683716|0|-0.15999999642372131|0|-0.15600000321865082|-0.16200000047683716|-0.15600000321865082|-0.16200000047683716|0|-0.16200000047683716
181286|12|32575|3|25|7|168|3|5|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2.2899999618530273|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
181291|12|32575|39|7|7|168|168|2|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.11400000005960464|0|0|0|0|0|0
181293|12|32575|39|7|7|10|10|3|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2.5399999618530273|0|0|0|0|0|0
181328|2|32576|3|25|10|16|16|5|10|0|0|2.109999895|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2.1099998950958252|2.1099998950958252|2.1099998950958252|2.1099998950958252|2.1099998950958252|2.1099998950958252|0|0|0|0|0|0|0|0|0|0|0|0|0|0
181347|4|32580|39|8|8|168|168|3|11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.54900002479553223|0|0|0|0|0|0|0|0
181356|4|32580|75|8|8|168|168|1|11|0|0|0|0.2619999945|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.27000001072883606|0|0.24699999392032623|0.27000001072883606|0.24699999392032623|0.26199999451637268|0.24699999392032623|0.25200000405311584|0.26600000262260437|0.25900000333786011
181359|4|32580|75|8|8|168|168|2|11|0|0|0|0.6740000248|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.69499999284744263|0|0.63599997758865356|0.69499999284744263|0.63599997758865356|0.67400002479553223|0.63599997758865356|0.6470000147819519|0.68500000238418579|0.66500002145767212
181364|4|32580|75|25|8|10|6|5|11|0|0|0.474999994|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.48899999260902405|0|0.44800001382827759|0.48899999260902405|0.44800001382827759|0.47499999403953552|0|0|0|0|0|0|0|0|0|0|0|0|0|0
181400|8|32580|75|8|8|10|10|3|6|0|0|0|1.029999971|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0299999713897705|0|0.97699999809265137|1.0299999713897705|0.97699999809265137|1.0299999713897705|0.97699999809265137|0.99299997091293335|1.0299999713897705|1.0199999809265137
181414|8|32580|111|8|8|685|685|3|6|0|0|0|-0.474999994|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-0.47499999403953552|0|-0.45199999213218689|-0.47499999403953552|-0.45199999213218689|-0.47499999403953552|-0.45199999213218689|-0.46000000834465027|-0.47499999403953552|-0.47200000286102295
181428|9|32580|39|25|8|10|20932|5|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.125|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
181438|9|32580|75|8|8|685|685|3|15|0|0|0|0.07609999925|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7.6099999248981476E-2|0|7.2400003671646118E-2|7.6099999248981476E-2|7.2400003671646118E-2|7.6099999248981476E-2|7.2400003671646118E-2|7.3499999940395355E-2|7.6099999248981476E-2|7.5499996542930603E-2
182133|2|32621|3|25|24|18340|20433|5|10|0|0|0.01740000024|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.7400000244379044E-2|1.7999999225139618E-2|1.7400000244379044E-2|1.7699999734759331E-2|1.7400000244379044E-2|1.7400000244379044E-2|0|0|0|0|0|0|0|0|0|0|0|0|0|0
182150|14|32621|3|24|24|12830|12830|3|14|0|0|0|0.04630000144|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4.6300001442432404E-2|4.8099998384714127E-2|4.6300001442432404E-2|4.7299999743700027E-2|4.6300001442432404E-2|4.6300001442432404E-2|4.6300001442432404E-2|4.6300001442432404E-2|4.6300001442432404E-2|4.6300001442432404E-2
182153|14|32621|3|25|24|18340|20433|5|14|0|0|0.1019999981|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.10199999809265137|0.10599999874830246|0.10199999809265137|0.10400000214576721|0.10199999809265137|0.10199999809265137|0|0|0|0|0|0|0|0|0|0|0|0|0|0
182161|4|32623|3|24|24|18340|18340|1|11|0|0|0|0.04129999876|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4.1999999433755875E-2|4.3800000101327896E-2|3.7900000810623169E-2|0.04349999874830246|3.7900000810623169E-2|4.1999999433755875E-2|3.7900000810623169E-2|3.9799999445676804E-2|4.2500000447034836E-2|4.0600001811981201E-2
182179|12|32623|3|25|24|18340|21830|5|6|0|0|0.4320000112|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.43599998950958252|0.44600000977516174|0.41200000047683716|0.4440000057220459|0.41200000047683716|0.43599998950958252|0|0|0|0|0|0|0|0|0|0|0|0|0|0
182215|2|32633|3|24|24|12830|12830|2|10|0|0|0|0.003599999938|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3.599999938160181E-3|3.599999938160181E-3|3.599999938160181E-3|3.599999938160181E-3|3.599999938160181E-3|3.599999938160181E-3|3.599999938160181E-3|3.599999938160181E-3|3.599999938160181E-3|3.599999938160181E-3
182228|4|32633|3|25|24|685|20195|5|11|0|0|0.04369999841|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4.6199999749660492E-2|4.8200000077486038E-2|4.0399998426437378E-2|4.6199999749660492E-2|4.0399998426437378E-2|4.2199999094009399E-2|0|0|0|0|0|0|0|0|0|0|0|0|0|0
182243|12|32633|3|24|24|12830|12830|3|6|0|0|0|0.5080000162|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.50800001621246338|0.50800001621246338|0.50800001621246338|0.50800001621246338|0.50800001621246338|0.50800001621246338|0.50800001621246338|0.50800001621246338|0.50800001621246338|0.50800001621246338
182276|2|32640|3|24|24|12830|12830|2|10|0|0|0|9.999999747e-05|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9.9999997473787516E-5|1.9999999494757503E-4|9.9999997473787516E-5|9.9999997473787516E-5|9.9999997473787516E-5|9.9999997473787516E-5|9.9999997473787516E-5|9.9999997473787516E-5|9.9999997473787516E-5|9.9999997473787516E-5
182305|4|32640|3|24|24|17835|17835|3|11|0|0|0|0.001700000023|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.7999999690800905E-3|1.7999999690800905E-3|1.7000000225380063E-3|1.7999999690800905E-3|1.7000000225380063E-3|1.7999999690800905E-3|1.7000000225380063E-3|1.7000000225380063E-3|1.7999999690800905E-3|1.7000000225380063E-3
182319|9|32640|3|24|24|2770|2770|3|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
182324|9|32640|3|25|24|2770|2770|5|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
182328|9|32640|3|25|24|17824|17824|5|15|0|0|0.0003999999899|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3.9999998989515007E-4|3.9999998989515007E-4|3.9999998989515007E-4|3.9999998989515007E-4|3.9999998989515007E-4|3.9999998989515007E-4|0|0|0|0|0|0|0|0|0|0|0|0|0|0
182336|12|32640|3|24|24|2770|2770|3|6|0|0|0|9.999999747e-05|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9.9999997473787516E-5|9.9999997473787516E-5|9.9999997473787516E-5|9.9999997473787516E-5|9.9999997473787516E-5|9.9999997473787516E-5|9.9999997473787516E-5|9.9999997473787516E-5|9.9999997473787516E-5|9.9999997473787516E-5
182233|9|32633|3|24|24|12830|12830|2|15|0|0|0|0.000699999975|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6.99999975040555E-4|6.99999975040555E-4|6.99999975040555E-4|6.99999975040555E-4|6.99999975040555E-4|6.99999975040555E-4|6.99999975040555E-4|6.99999975040555E-4|6.99999975040555E-4|6.99999975040555E-4
181442|9|32580|75|25|8|685|3|5|15|0|0|0.03680000082|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3.6800000816583633E-2|0|3.5000000149011612E-2|3.6800000816583633E-2|3.5000000149011612E-2|3.6800000816583633E-2|0|0|0|0|0|0|0|0|0|0|0|0|0|0
181443|9|32580|75|25|8|685|6|5|15|0|0|0.0120000001|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.2000000104308128E-2|0|1.1400000192224979E-2|1.2000000104308128E-2|1.1400000192224979E-2|1.2000000104308128E-2|0|0|0|0|0|0|0|0|0|0|0|0|0|0
181444|9|32580|75|25|8|685|20932|5|15|0|0|0.03119999915|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3.1199999153614044E-2|0|2.9699999839067459E-2|3.1199999153614044E-2|2.9699999839067459E-2|3.1199999153614044E-2|0|0|0|0|0|0|0|0|0|0|0|0|0|0
181451|9|32580|111|25|8|10|6|5|15|0|0|-0.04800000042|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-4.8000000417232513E-2|0|-4.5699998736381531E-2|-4.8000000417232513E-2|-4.5699998736381531E-2|-4.8000000417232513E-2|0|0|0|0|0|0|0|0|0|0|0|0|0|0
181458|2|32581|3|25|2|10|20932|5|10|0|0|11.260000229|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|11.260000228881836|11.260000228881836|11.260000228881836|11.260000228881836|11.260000228881836|11.260000228881836|0|0|0|0|0|0|0|0|0|0|0|0|0|0
181473|2|32582|3|8|8|18247|18247|3|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.7999999523162842|1.7999999523162842|0|1.7999999523162842|0|1.7999999523162842|0|0|1.7999999523162842|0
181490|2|32582|75|8|8|685|685|3|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.2000000476837158|0|1.1799999475479126|0|1.1299999952316284|1.2000000476837158|0|0
181506|4|32582|3|8|8|18247|18247|1|11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.30199998617172241|0.30199998617172241|0|0.30199998617172241|0|0.30199998617172241|0|0|0.30199998617172241|0
181508|4|32582|3|8|8|685|685|2|11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.51700001955032349|0.51700001955032349|0|0.51700001955032349|0|0.51700001955032349|0|0|0.51700001955032349|0
181512|4|32582|3|8|8|18247|18247|3|11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.59899997711181641|0.59899997711181641|0|0.59899997711181641|0|0.59899997711181641|0|0|0.59899997711181641|0
181534|4|32582|75|8|8|18340|18340|2|11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.2899999618530273|0|1.25|0|1.2000000476837158|1.2899999618530273|0|0
181543|4|32582|111|8|8|18340|18340|1|11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-0.50099998712539673|0|-0.4869999885559082|0|-0.46599999070167542|-0.50099998712539673|0|0
181565|9|32582|39|8|8|685|685|3|15|0|0|0|0.1159999967|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.11599999666213989
181579|9|32582|75|25|8|18340|20433|5|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.30500000715255737|0|0.30099999904632568|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
181581|9|32582|111|8|8|18247|18247|2|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-9.100000374019146E-3|0|-8.999999612569809E-3|0|-8.7000001221895218E-3|-9.100000374019146E-3|0|0
181592|4|32584|3|25|2|168|168|5|11|0|0|0.4600000083|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.46000000834465027|0.46000000834465027|0.46000000834465027|0.46000000834465027|0.46000000834465027|0.46000000834465027|0|0|0|0|0|0|0|0|0|0|0|0|0|0
181601|12|32585|75|8|8|16|16|2|6|0|0|0|0.01130000036|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.1300000362098217E-2|1.1699999682605267E-2|1.1300000362098217E-2|1.1699999682605267E-2|1.1300000362098217E-2|1.1500000022351742E-2|1.1300000362098217E-2|1.1300000362098217E-2|1.1500000022351742E-2|1.1300000362098217E-2
181619|4|32589|3|14|14|685|685|1|11|3.019999981|3.019999981|0|3.019999981|3.0399999618530273|2.9800000190734863|2.9200000762939453|3.130000114440918|2.8399999141693115|3.0099999904632568|0.44699999690055847|3|3.0799999237060547|2.9900000095367432|3.0399999618530273|2.9800000190734863|2.9200000762939453|3.130000114440918|2.8399999141693115|3.0099999904632568|0.44699999690055847|3|3.0799999237060547|2.9900000095367432|0|0|0|0|0|0|0|0|0|0|3.0399999618530273|2.9800000190734863|2.9200000762939453|3.130000114440918|2.8399999141693115|3.0099999904632568|0.44699999690055847|3|3.0799999237060547|2.9900000095367432
181637|4|32589|3|14|14|685|685|3|11|0|0.2160000056|0|0.2160000056|0|0|0|0|0|0|0|0|0|0|0.18500000238418579|0.26499998569488525|0.1550000011920929|0.2070000022649765|9.3400001525878906E-2|0.2370000034570694|0|0.20999999344348907|0.25299999117851257|0.22400000691413879|0|0|0|0|0|0|0|0|0|0|0.18500000238418579|0.26499998569488525|0.1550000011920929|0.2070000022649765|9.3400001525878906E-2|0.2370000034570694|0|0.20999999344348907|0.25299999117851257|0.22400000691413879
181638|4|32589|3|14|14|685|685|3|11|0|0.01360000018|0|0.01360000018|0|0|0|0|0|0|0|0|0|0|1.2500000186264515E-2|1.4800000004470348E-2|1.3500000350177288E-2|1.2600000016391277E-2|1.4200000092387199E-2|1.3700000010430813E-2|0|1.3199999928474426E-2|1.3299999758601189E-2|0.01360000018030405|0|0|0|0|0|0|0|0|0|0|1.2500000186264515E-2|1.4800000004470348E-2|1.3500000350177288E-2|1.2600000016391277E-2|1.4200000092387199E-2|1.3700000010430813E-2|0|1.3199999928474426E-2|1.3299999758601189E-2|0.01360000018030405
181661|12|32589|3|14|14|168|168|1|8|10.270000458|10.270000458|0|10.270000458|10.539999961853027|10.909999847412109|9.869999885559082|10.659999847412109|9.5900001525878906|10.539999961853027|1.5|10.239999771118164|10.539999961853027|10.449999809265137|10.539999961853027|10.909999847412109|9.869999885559082|10.659999847412109|9.5900001525878906|10.539999961853027|1.5|10.239999771118164|10.539999961853027|10.449999809265137|0|0|0|0|0|0|0|0|0|0|10.539999961853027|10.909999847412109|9.869999885559082|10.659999847412109|9.5900001525878906|10.539999961853027|1.5|10.239999771118164|10.539999961853027|10.449999809265137
182350|2|32645|3|24|24|8924|8924|2|10|0|0|0|9.999999747e-05|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9.9999997473787516E-5|9.9999997473787516E-5|9.9999997473787516E-5|9.9999997473787516E-5|9.9999997473787516E-5|9.9999997473787516E-5|9.9999997473787516E-5|9.9999997473787516E-5|9.9999997473787516E-5|9.9999997473787516E-5
182399|2|32649|3|24|24|685|685|2|10|0|0|0|0.0001999999949|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.9999999494757503E-4|1.9999999494757503E-4|1.9999999494757503E-4|1.9999999494757503E-4|1.9999999494757503E-4|1.9999999494757503E-4|1.9999999494757503E-4|1.9999999494757503E-4|1.9999999494757503E-4|1.9999999494757503E-4
182400|2|32649|3|24|24|12830|12830|2|10|0|0|0|0.0007999999798|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|8.9999998454004526E-4|8.9999998454004526E-4|7.9999997979030013E-4|8.9999998454004526E-4|7.9999997979030013E-4|8.9999998454004526E-4|7.9999997979030013E-4|7.9999997979030013E-4|8.9999998454004526E-4|7.9999997979030013E-4
182063|12|32607|3|25|24|685|20932|5|6|0|0|0.07769999653|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7.7699996531009674E-2|7.7699996531009674E-2|7.5599998235702515E-2|7.7699996531009674E-2|7.5599998235702515E-2|7.7699996531009674E-2|0|0|0|0|0|0|0|0|0|0|0|0|0|0
180566|4|32558|3|25|14|685|6|5|11|0|0|3.269999981|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3.2699999809265137|3.2699999809265137|3.2599999904632568|3.2699999809265137|3.2599999904632568|3.2599999904632568|0|0|0|0|0|0|0|0|0|0|0|0|0|0
180682|12|32560|3|14|14|10|10|1|8|0.175999999|0.175999999|0|0.175999999|0.18199999630451202|0.1809999942779541|0|0.1809999942779541|0|0.18199999630451202|0|0.10300000011920929|0.1809999942779541|0.18199999630451202|0.18199999630451202|0.1809999942779541|0|0.1809999942779541|0|0.18199999630451202|0|0.10300000011920929|0.1809999942779541|0.18199999630451202|0|0|0|0|0|0|0|0|0|0|0.18199999630451202|0.1809999942779541|0|0.1809999942779541|0|0.18199999630451202|0|0.10300000011920929|0.1809999942779541|0.18199999630451202
181679|12|32589|3|25|14|10|20932|5|8|0|0|20.670000076|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|21.040000915527344|21.770000457763672|20.040000915527344|21.280000686645508|19.489999771118164|21.200000762939453|0|0|0|0|0|0|0|0|0|0|0|0|0|0
181790|9|32598|111|9|9|168|168|2|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
181804|12|32598|75|9|9|18340|18340|3|8|0|0|0|0.2709999979|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.27399998903274536|0.27700001001358032|0.2669999897480011|0.27599999308586121|0.2669999897480011|0.27399998903274536|0.26100000739097595|0.27099999785423279|0.27399998903274536|0.27399998903274536
181004|4|32566|3|6|6|685|685|3|11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2.059999942779541|2.059999942779541|0|2.059999942779541|0|0|0|0|2.059999942779541|0
181049|4|32566|111|6|6|685|685|3|11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-2.059999942779541|0|-2.0099999904632568|0|-1.8799999952316284|-2.059999942779541|0|-2.059999942779541
181855|14|32603|3|25|14|12830|20460|5|14|0|0|0.298999995|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.29899999499320984|0.29899999499320984|0.29899999499320984|0.29899999499320984|0.29899999499320984|0.29899999499320984|0|0|0|0|0|0|0|0|0|0|0|0|0|0
181253|12|32573|75|7|7|685|685|3|6|0|0|0|1.669999957|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.6699999570846558|0|1.6499999761581421|0|1.6100000143051147|1.6699999570846558|1.6100000143051147|1.6699999570846558|0|1.6699999570846558
181325|12|32575|111|25|7|685|20932|5|6|0|0|-0.4699999988|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-0.47400000691413879|0|-0.46500000357627869|0|-0.45100000500679016|-0.47699999809265137|0|0|0|0|0|0|0|0|0|0|0|0|0|0
181392|8|32580|39|25|8|10|20932|5|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.78100001811981201|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
181394|8|32580|39|25|8|685|3|5|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.23000000417232513|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
182156|2|32623|3|24|24|685|685|3|10|0|0|0|0.02380000055|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2.4000000208616257E-2|2.4800000712275505E-2|2.2299999371170998E-2|2.4599999189376831E-2|2.2299999371170998E-2|2.4000000208616257E-2|2.2299999371170998E-2|2.3099999874830246E-2|2.4299999698996544E-2|2.3499999195337296E-2
182423|12|32649|3|24|24|12830|12830|2|6|0|0|0|0.007499999832|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7.6000001281499863E-3|7.799999788403511E-3|7.4000000022351742E-3|7.799999788403511E-3|7.4000000022351742E-3|7.6000001281499863E-3|7.4000000022351742E-3|7.4000000022351742E-3|7.6999999582767487E-3|7.4999998323619366E-3
182185|2|32624|3|25|24|12830|26|5|10|0|0|0.01659999974|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.7100000753998756E-2|1.7999999225139618E-2|1.6300000250339508E-2|1.7799999564886093E-2|1.6300000250339508E-2|1.7100000753998756E-2|0|0|0|0|0|0|0|0|0|0|0|0|0|0
182194|4|32624|3|25|24|2770|2770|5|11|0|0|0.002400000114|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2.4999999441206455E-3|2.6000000070780516E-3|2.4000001139938831E-3|2.6000000070780516E-3|2.4000001139938831E-3|2.4999999441206455E-3|0|0|0|0|0|0|0|0|0|0|0|0|0|0
182198|9|32624|3|24|24|2770|2770|2|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
