Id|FK_Asset|Year|FK_Company|FK_OilAndGas|FK_DataQuality|FK_OtherParameter|FK_HistoricCompany|FK_LifeCycleTS|FK_LifeCycle|FK_OilAndGasType|Production|Production Forward Case|Production High Case|Production Low Case|Production Mid Case|Production Low Low Case|Production Mid Low Case|Production Low Low Low Case|Production Mid Low Low Case|Production Mid Mid Low Case|Production Mid Mid Low Low Case
28626150|89094|2100|9703|11|29|12|9703|30|30|21|0.1089999974|0.1089999974|0.1089999974|0.1089999974|0.1089999974|0.1089999974|0.1089999974|0.10899999737739563|0.10899999737739563|0.10899999737739563|0.10899999737739563
28383859|109270|2097|9704|10|29|12|9704|26|26|23|0|0|0|0|0|0|0|0|0|0|0
28611792|32640|2100|685|9|29|12|685|31|24|20|0|0|0|0|0|0|0|0|0|0|0
28611797|32640|2100|2770|9|29|12|2770|31|24|18|0|0|0|0|0|0|0|0|0|0|0
28611818|32640|2100|17835|9|29|12|17835|31|24|18|0|0|0|0|0|0|0|0|0|0|0
19502428|280717|2054|10|12|29|12|10|1|6|8|\\N|\\N|0.02710000053|\\N|\\N|\\N|\\N|\\N|\\N|\\N|\\N
19502439|280717|2054|685|12|29|120|685|1|6|8|0|0|\\N|0|\\N|0|0|0|0|0|0
19502448|280718|2054|685|12|29|120|685|14|6|8|-0.1599999964|-0.1599999964|\\N|0|\\N|0|\\N|0|-0.15999999642372131|\\N|-0.15999999642372131
18918713|105466|2053|685|9|29|12|685|14|24|18|0|0|0|0|0|0|0|0|0|0|0
19475345|238914|2054|685|12|29|12|685|16|24|8|0.007499999832|0.007499999832|0.007499999832|0.007499999832|0.007499999832|0.007499999832|0.007499999832|7.4999998323619366E-3|7.4999998323619366E-3|7.4999998323619366E-3|7.4999998323619366E-3
19334350|97385|2054|16|4|29|12|16|14|9|11|\\N|\\N|0.03819999844|\\N|0.03819999844|\\N|\\N|\\N|\\N|\\N|\\N
28611809|32640|2100|17824|4|29|12|17824|31|24|11|0|0|0|0|0|0|0|0|0|0|0
28611811|32640|2100|17824|9|29|12|17824|31|24|18|0|0|0|0|0|0|0|0|0|0|0
28611816|32640|2100|17835|4|29|12|17835|31|24|11|0|0|0|0|0|0|0|0|0|0|0
25479735|109270|2075|9704|10|29|12|9704|26|26|23|0|0|0|0|0|0|0|0|0|0|0
18918721|105466|2053|12830|9|29|12|12830|14|24|19|9.999999747e-05|9.999999747e-05|9.999999747e-05|9.999999747e-05|9.999999747e-05|9.999999747e-05|9.999999747e-05|9.9999997473787516E-5|9.9999997473787516E-5|9.9999997473787516E-5|9.9999997473787516E-5
19475346|238914|2054|18247|2|29|12|18247|16|24|10|0.001200000057|0.001200000057|0.001200000057|0.001200000057|0.001200000057|0.001200000057|0.001200000057|1.2000000569969416E-3|1.2000000569969416E-3|1.2000000569969416E-3|1.2000000569969416E-3
19419791|194789|2054|168|12|29|12|168|2|24|8|0|0.0005000000237|0.0005000000237|0|0.0005000000237|0|0.0005000000237|0|0|5.0000002374872565E-4|5.0000002374872565E-4
19419804|194791|2054|10|9|29|12|10|14|24|20|0|0|0|0|0|0|0|0|0|0|0
26003089|89094|2078|9703|11|29|12|9703|30|30|21|0.224999994|0.224999994|0.224999994|0.224999994|0.224999994|0.224999994|0.224999994|0.22499999403953552|0.22499999403953552|0.22499999403953552|0.22499999403953552
1299406|32565|1984|10|12|1|12|6|17|14|8|0.4920000136|0.4920000136|0.4920000136|0.4920000136|0.4920000136|0.4920000136|0.4920000136|0.49200001358985901|0.49200001358985901|0.49200001358985901|0.49200001358985901
20810773|32645|2058|685|9|29|12|685|14|24|19|0|0|0|0|0|0|0|0|0|0|0
19502438|280717|2054|685|12|29|84|685|1|6|8|0|0|\\N|0|\\N|0|0|0|0|0|0
18918715|105466|2053|685|9|29|12|685|14|24|20|0|0|0|0|0|0|0|0|0|0|0
19419811|194791|2054|168|9|29|12|168|14|24|20|0|0|0|0|0|0|0|0|0|0|0
19419812|194791|2054|168|12|29|12|168|14|24|8|0.002400000114|0.002400000114|0.002400000114|0.002400000114|0.002400000114|0.002400000114|0.002400000114|2.4000001139938831E-3|2.4000001139938831E-3|2.4000001139938831E-3|2.4000001139938831E-3
19879088|238910|2055|1084|2|29|12|1084|14|24|10|9.999999747e-05|9.999999747e-05|9.999999747e-05|9.999999747e-05|9.999999747e-05|9.999999747e-05|9.999999747e-05|9.9999997473787516E-5|9.9999997473787516E-5|9.9999997473787516E-5|9.9999997473787516E-5
19879100|238910|2055|2770|9|29|12|2770|14|24|20|0|0|0|0|0|0|0|0|0|0|0
22758975|32649|2064|685|9|29|12|685|2|24|20|0|0|0|0|0|0|0|0|0|0|0
22758960|32560|2064|168|12|29|120|168|1|14|8|0|\\N|\\N|\\N|\\N|\\N|\\N|\\N|0|\\N|-0.30500000715255737
1445715|32556|1986|10|2|1|12|20932|17|2|10|1.110000014|1.110000014|1.110000014|1.110000014|1.110000014|1.110000014|1.110000014|1.1100000143051147|1.1100000143051147|1.1100000143051147|1.1100000143051147
1445716|32556|1986|10|4|21|12|6|17|2|11|1.129999995|1.129999995|1.129999995|1.129999995|1.129999995|1.129999995|1.129999995|1.1299999952316284|1.1299999952316284|1.1299999952316284|1.1299999952316284
1445739|32561|1986|10|12|1|12|20932|17|14|8|3.369999886|3.369999886|3.369999886|3.369999886|3.369999886|3.369999886|3.369999886|3.369999885559082|3.369999885559082|3.369999885559082|3.369999885559082
1445762|32572|1986|685|4|21|12|3|17|14|11|0.009200000204|0.009200000204|0.009200000204|0.009200000204|0.009200000204|0.009200000204|0.009200000204|9.2000002041459084E-3|9.2000002041459084E-3|9.2000002041459084E-3|9.2000002041459084E-3
1299393|32560|1984|685|4|21|12|6|17|14|11|0.01499999966|0.01499999966|0.01499999966|0.01499999966|0.01499999966|0.01499999966|0.01499999966|1.4999999664723873E-2|1.4999999664723873E-2|1.4999999664723873E-2|1.4999999664723873E-2
23594655|32560|2067|10|4|29|84|10|1|14|11|0|\\N|\\N|\\N|\\N|\\N|\\N|\\N|0|\\N|0
20593833|194789|2057|10|4|29|12|10|2|24|11|0|0|0|0|0|0|0|0|0|0|0
20593848|194789|2057|685|9|29|12|685|2|24|17|0|0|0|0|0|0|0|0|0|0|0
20593885|194793|2057|168|9|29|12|168|14|24|19|0|0|0|0|0|0|0|0|0|0|0
20955861|194793|2058|168|2|29|12|168|2|24|10|0|0.0001999999949|0.0001999999949|0|0.0001999999949|0|0|0|0|1.9999999494757503E-4|0
21507700|32607|2060|168|4|29|12|168|2|24|11|0|0.008700000122|0.008700000122|0|0.008700000122|0|0.008700000122|0|0|8.7000001221895218E-3|0
21507750|32624|2060|2770|9|29|12|2770|1|24|17|0|0|0|0|0|0|0|0|0|0|0
2591364|89094|1998|9703|11|21|12|9703|30|30|21|0.8399999738|0.8399999738|0.8399999738|0.8399999738|0.8399999738|0.8399999738|0.8399999738|0.8399999737739563|0.8399999737739563|0.8399999737739563|0.8399999737739563
4547261|32555|2013|685|4|21|12|685|16|14|11|0.01999999955|0.01999999955|0.01999999955|0.01999999955|0.01999999955|0.01999999955|0.01999999955|1.9999999552965164E-2|1.9999999552965164E-2|1.9999999552965164E-2|1.9999999552965164E-2
22758970|32649|2064|685|2|29|12|685|2|24|10|0|9.999999747e-05|9.999999747e-05|0|9.999999747e-05|0|9.999999747e-05|0|0|9.9999997473787516E-5|0
23324894|32560|2066|685|12|29|12|685|1|14|8|\\N|0.1010000035|0|0|0|0|0|\\N|\\N|0|\\N
1299380|32556|1984|685|2|1|12|3|17|2|10|0.04270000011|0.04270000011|0.04270000011|0.04270000011|0.04270000011|0.04270000011|0.04270000011|4.2700000107288361E-2|4.2700000107288361E-2|4.2700000107288361E-2|4.2700000107288361E-2
20593883|194793|2057|168|9|29|12|168|14|24|17|0|0|0|0|0|0|0|0|0|0|0
20672308|280718|2057|10|12|29|12|10|2|6|8|\\N|\\N|0|\\N|0|\\N|0|\\N|\\N|0|\\N
21006027|238910|2058|1084|4|29|12|1084|2|24|11|0|0|0.0001999999949|0|0.0001999999949|0|0|0|0|1.9999999494757503E-4|0
21006038|238910|2058|2770|9|29|12|2770|2|24|20|0|0|0|0|0|0|0|0|0|0|0
20955826|194789|2058|685|2|29|12|685|2|24|10|0|0|0|0|0|0|0|0|0|0|0
20955834|194791|2058|10|4|29|12|10|2|24|11|0|0.001500000013|0.001500000013|0|0.001500000013|0|0.001500000013|0|0|1.500000013038516E-3|0
2767731|32558|2000|685|2|1|12|6|15|14|10|0.05389999971|0.05389999971|0.05389999971|0.05389999971|0.05389999971|0.05389999971|0.05389999971|5.3899999707937241E-2|5.3899999707937241E-2|5.3899999707937241E-2|5.3899999707937241E-2
2767824|32572|2000|10|12|1|12|6|16|14|8|0.06260000169|0.06260000169|0.06260000169|0.06260000169|0.06260000169|0.06260000169|0.06260000169|6.2600001692771912E-2|6.2600001692771912E-2|6.2600001692771912E-2|6.2600001692771912E-2
28611800|32640|2100|2770|12|29|12|2770|31|24|6|0|0|0|0|0|0|0|0|0|0|0
19419827|194792|2054|168|2|29|12|168|2|24|10|0|0|9.999999747e-05|0|9.999999747e-05|0|0|0|0|0|0
19475335|238910|2054|11168|9|29|12|11168|14|24|18|0|0|0|0|0|0|0|0|0|0|0
19419793|194789|2054|685|4|29|12|685|2|24|11|0|0.0001999999949|0.0001999999949|0|0.0001999999949|0|0.0001999999949|0|0|1.9999999494757503E-4|1.9999999494757503E-4
19475334|238910|2054|11168|9|29|12|11168|14|24|17|0|0|0|0|0|0|0|0|0|0|0
19419826|194792|2054|10|12|29|12|10|2|24|8|0|0|0.000699999975|0|0.000699999975|0|0|0|0|0|0
19419842|194793|2054|10|4|29|12|10|14|24|11|0.003400000045|0.003400000045|0.003400000045|0.003400000045|0.003400000045|0.003400000045|0.003400000045|3.4000000450760126E-3|3.4000000450760126E-3|3.4000000450760126E-3|3.4000000450760126E-3
19419850|194793|2054|168|9|29|12|168|14|24|17|0|0|0|0|0|0|0|0|0|0|0
1371175|32572|1985|10|12|29|12|6|7|14|8|0|0|0|0|0|0|0|0|0|0|0
1371177|32572|1985|168|4|29|12|3|7|14|11|0|0|0|0|0|0|0|0|0|0|0
1299405|32565|1984|10|4|21|12|20932|17|14|11|0.125|0.125|0.125|0.125|0.125|0.125|0.125|0.125|0.125|0.125|0.125
1860218|32556|1991|168|4|21|12|3|17|2|11|5.739999771|5.739999771|5.739999771|5.739999771|5.739999771|5.739999771|5.739999771|5.7399997711181641|5.7399997711181641|5.7399997711181641|5.7399997711181641
1860234|32560|1991|685|12|1|12|3|17|14|8|0.9980000257|0.9980000257|0.9980000257|0.9980000257|0.9980000257|0.9980000257|0.9980000257|0.99800002574920654|0.99800002574920654|0.99800002574920654|0.99800002574920654
23856733|32649|2068|12830|9|29|12|12830|2|24|20|0|0|0|0|0|0|0|0|0|0|0
23648044|109270|2067|9704|10|29|12|9704|26|26|23|0|0|0|0|0|0|0|0|0|0|0
20593837|194789|2057|10|9|29|12|10|2|24|20|0|0|0|0|0|0|0|0|0|0|0
20593851|194789|2057|685|9|29|12|685|2|24|20|0|0|0|0|0|0|0|0|0|0|0
20593860|194791|2057|168|2|29|12|168|14|24|10|0.0001999999949|0.0001999999949|0.0001999999949|0|0.0001999999949|0|0.0001999999949|0|0|1.9999999494757503E-4|1.9999999494757503E-4
20593887|194793|2057|168|12|29|12|168|14|24|8|0.001700000023|0.001700000023|0.001700000023|0|0.001700000023|0|0.001700000023|0|0|1.7000000225380063E-3|0
20810800|32649|2058|12830|9|29|12|12830|14|24|18|0|0|0|0|0|0|0|0|0|0|0
21006023|238910|2058|685|9|29|12|685|2|24|19|0|0|0|0|0|0|0|0|0|0|0
21006059|238914|2058|685|9|29|12|685|14|24|20|0|0|0|0|0|0|0|0|0|0|0
20955821|194789|2058|168|9|29|12|168|2|24|17|0|0|0|0|0|0|0|0|0|0|0
20955858|194793|2058|10|9|29|12|10|2|24|19|0|0|0|0|0|0|0|0|0|0|0
21507725|32614|2060|168|9|29|12|168|2|24|20|0|0|0|0|0|0|0|0|0|0|0
21688021|238910|2060|11168|4|29|12|11168|2|24|11|0|0|0.0007999999798|0|0|0|0|0|0|0|0
21507757|32624|2060|12830|9|29|12|12830|1|24|17|0|0|0|0|0|0|0|0|0|0|0
2767774|32563|2000|685|4|21|12|3|15|2|11|0.04600000009|0.04600000009|0.04600000009|0.04600000009|0.04600000009|0.04600000009|0.04600000009|4.6000000089406967E-2|4.6000000089406967E-2|4.6000000089406967E-2|4.6000000089406967E-2
2767846|32584|2000|168|12|1|12|3|15|2|8|0.2080000043|0.2080000043|0.2080000043|0.2080000043|0.2080000043|0.2080000043|0.2080000043|0.20800000429153442|0.20800000429153442|0.20800000429153442|0.20800000429153442
19879102|238910|2055|8924|2|29|12|8924|14|24|10|0.0001999999949|0.0001999999949|0.0001999999949|0.0001999999949|0.0001999999949|0.0001999999949|0.0001999999949|1.9999999494757503E-4|1.9999999494757503E-4|1.9999999494757503E-4|1.9999999494757503E-4
22622666|238914|2063|18340|9|29|12|18340|14|24|18|0|0|0|0|0|0|0|0|0|0|0
1445714|32556|1986|10|2|1|12|6|17|2|10|0.4269999862|0.4269999862|0.4269999862|0.4269999862|0.4269999862|0.4269999862|0.4269999862|0.42699998617172241|0.42699998617172241|0.42699998617172241|0.42699998617172241
1445721|32556|1986|685|2|1|12|6|17|2|10|0.1070000008|0.1070000008|0.1070000008|0.1070000008|0.1070000008|0.1070000008|0.1070000008|0.10700000077486038|0.10700000077486038|0.10700000077486038|0.10700000077486038
1371180|32572|1985|685|4|29|12|6|7|14|11|0|0|0|0|0|0|0|0|0|0|0
23324895|32560|2066|685|12|29|84|685|1|14|8|0|\\N|\\N|\\N|\\N|\\N|\\N|\\N|0|\\N|0
1299404|32565|1984|10|4|21|12|6|17|14|11|0.04800000042|0.04800000042|0.04800000042|0.04800000042|0.04800000042|0.04800000042|0.04800000042|4.8000000417232513E-2|4.8000000417232513E-2|4.8000000417232513E-2|4.8000000417232513E-2
23856722|32649|2068|685|4|29|12|685|2|24|11|0|0|0|0|0|0|0|0|0|0|0
20593852|194789|2057|685|12|29|12|685|2|24|8|0|0|0|0|0|0|0|0|0|0|0
20593857|194791|2057|10|9|29|12|10|14|24|19|0|0|0|0|0|0|0|0|0|0|0
20593877|194793|2057|10|9|29|12|10|14|24|18|0|0|0|0|0|0|0|0|0|0|0
20593891|194793|2057|685|9|29|12|685|14|24|18|0|0|0|0|0|0|0|0|0|0|0
20810784|32645|2058|8924|4|29|12|8924|14|24|11|9.999999747e-05|9.999999747e-05|9.999999747e-05|0|9.999999747e-05|0|9.999999747e-05|0|0|9.9999997473787516E-5|9.9999997473787516E-5
20672315|280718|2057|685|12|29|84|685|2|6|8|0|0|\\N|0|\\N|0|\\N|0|0|\\N|0
21006028|238910|2058|1084|9|29|12|1084|2|24|17|0|0|0|0|0|0|0|0|0|0|0
21006033|238910|2058|2770|2|29|12|2770|2|24|10|0|0|0|0|0|0|0|0|0|0|0
20955830|194789|2058|685|9|29|12|685|2|24|19|0|0|0|0|0|0|0|0|0|0|0
20955850|194791|2058|685|9|29|12|685|2|24|18|0|0|0|0|0|0|0|0|0|0|0
21640378|194791|2060|685|4|29|12|685|2|24|11|0|0|0.001000000047|0|0|0|0|0|0|0|0
21688036|238914|2060|18247|9|29|12|18247|14|24|17|0|0|0|0|0|0|0|0|0|0|0
21507705|32607|2060|168|12|29|12|168|2|24|6|0|0|0|0|0|0|0|0|0|0|0
21507718|32614|2060|10|9|29|12|10|2|24|20|0|0|0|0|0|0|0|0|0|0|0
21507724|32614|2060|168|9|29|12|168|2|24|19|0|0|0|0|0|0|0|0|0|0|0
21507758|32624|2060|12830|9|29|12|12830|1|24|18|0|0|0|0|0|0|0|0|0|0|0
2767759|32561|2000|10|12|1|12|20932|16|14|8|6.110000134|6.110000134|6.110000134|6.110000134|6.110000134|6.110000134|6.110000134|6.1100001335144043|6.1100001335144043|6.1100001335144043|6.1100001335144043
2767828|32572|2000|685|4|21|12|3|16|14|11|0|0|0|0|0|0|0|0|0|0|0
20593894|194793|2057|685|12|29|12|685|14|24|8|0.0008999999845|0.0008999999845|0.0008999999845|0|0.0008999999845|0|0.0008999999845|0|0|8.9999998454004526E-4|0
19342600|105466|2054|17835|8|29|12|17835|14|24|6|0.001300000004|0.001300000004|0.001300000004|0.001300000004|0.001300000004|0.001300000004|0.001300000004|1.3000000035390258E-3|1.3000000035390258E-3|1.3000000035390258E-3|1.3000000035390258E-3
21006049|238910|2058|11168|9|29|12|11168|2|24|17|0|0|0|0|0|0|0|0|0|0|0
21688012|238910|2060|2770|12|29|12|2770|2|24|8|0|0|0.0001999999949|0|0|0|0|0|0|0|0
2767730|32558|2000|685|2|1|12|3|15|14|10|0.1650000066|0.1650000066|0.1650000066|0.1650000066|0.1650000066|0.1650000066|0.1650000066|0.16500000655651093|0.16500000655651093|0.16500000655651093|0.16500000655651093
19879119|238914|2055|685|9|29|12|685|14|24|18|0|0|0|0|0|0|0|0|0|0|0
1445758|32572|1986|10|12|1|12|6|17|14|8|0.3540000021|0.3540000021|0.3540000021|0.3540000021|0.3540000021|0.3540000021|0.3540000021|0.35400000214576721|0.35400000214576721|0.35400000214576721|0.35400000214576721
1371181|32572|1985|685|4|29|12|20932|7|14|11|0|0|0|0|0|0|0|0|0|0|0
1299386|32560|1984|10|4|21|12|6|17|14|11|0.05999999866|0.05999999866|0.05999999866|0.05999999866|0.05999999866|0.05999999866|0.05999999866|5.9999998658895493E-2|5.9999998658895493E-2|5.9999998658895493E-2|5.9999998658895493E-2
1860238|32561|1991|10|12|1|12|20932|17|14|8|2.950000048|2.950000048|2.950000048|2.950000048|2.950000048|2.950000048|2.950000048|2.9500000476837158|2.9500000476837158|2.9500000476837158|2.9500000476837158
23856726|32649|2068|685|9|29|12|685|2|24|20|0|0|0|0|0|0|0|0|0|0|0
1371179|32572|1985|685|4|29|12|3|7|14|11|0|0|0|0|0|0|0|0|0|0|0
23324896|32560|2066|685|12|29|120|685|1|14|8|0|\\N|\\N|\\N|\\N|\\N|\\N|\\N|0|\\N|0
20810781|32645|2058|2770|9|29|12|2770|14|24|20|0|0|0|0|0|0|0|0|0|0|0
21006055|238914|2058|685|4|29|12|685|14|24|11|0.002499999944|0.002499999944|0.002499999944|0.002499999944|0.002499999944|0.002499999944|0.002499999944|2.4999999441206455E-3|2.4999999441206455E-3|2.4999999441206455E-3|2.4999999441206455E-3
20955838|194791|2058|10|9|29|12|10|2|24|20|0|0|0|0|0|0|0|0|0|0|0
21640387|194793|2060|168|4|29|12|168|2|24|11|0|0|0.001000000047|0|0.001000000047|0|0|0|0|0|0
21507684|32560|2060|168|12|29|84|168|1|14|8|0|\\N|\\N|\\N|\\N|\\N|\\N|\\N|0|\\N|0.24400000274181366
2767763|32561|2000|685|4|21|12|6|16|14|11|0.03299999982|0.03299999982|0.03299999982|0.03299999982|0.03299999982|0.03299999982|0.03299999982|3.2999999821186066E-2|3.2999999821186066E-2|3.2999999821186066E-2|3.2999999821186066E-2
2767767|32561|2000|685|12|1|12|20932|16|14|8|1.529999971|1.529999971|1.529999971|1.529999971|1.529999971|1.529999971|1.529999971|1.5299999713897705|1.5299999713897705|1.5299999713897705|1.5299999713897705
20810793|32649|2058|685|9|29|12|685|14|24|18|0|0|0|0|0|0|0|0|0|0|0
21688002|238910|2060|1084|9|29|12|1084|2|24|18|0|0|0|0|0|0|0|0|0|0|0
2767839|32574|2000|685|12|1|12|20932|14|2|8|0.003899999894|0.003899999894|0.003899999894|0.003899999894|0.003899999894|0.003899999894|0.003899999894|3.8999998942017555E-3|3.8999998942017555E-3|3.8999998942017555E-3|3.8999998942017555E-3
2654385|32570|1999|685|2|1|12|20932|17|14|10|0.6539999843|0.6539999843|0.6539999843|0.6539999843|0.6539999843|0.6539999843|0.6539999843|0.65399998426437378|0.65399998426437378|0.65399998426437378|0.65399998426437378
2654391|32572|1999|10|12|1|12|6|16|14|8|0.05840000138|0.05840000138|0.05840000138|0.05840000138|0.05840000138|0.05840000138|0.05840000138|5.8400001376867294E-2|5.8400001376867294E-2|5.8400001376867294E-2|5.8400001376867294E-2
2654428|32589|1999|685|4|21|12|20932|17|14|11|0.01559999958|0.01559999958|0.01559999958|0.01559999958|0.01559999958|0.01559999958|0.01559999958|1.5599999576807022E-2|1.5599999576807022E-2|1.5599999576807022E-2|1.5599999576807022E-2
2767703|32555|2000|10|12|1|12|20932|15|14|8|0.6869999766|0.6869999766|0.6869999766|0.6869999766|0.6869999766|0.6869999766|0.6869999766|0.68699997663497925|0.68699997663497925|0.68699997663497925|0.68699997663497925
7266695|279421|2027|10|12|29|84|10|17|8|8|1.570000052|1.570000052|\\N|1.570000052|\\N|1.570000052|1.570000052|1.5700000524520874|1.5700000524520874|\\N|1.5700000524520874
7266696|279421|2027|10|12|29|120|10|17|8|8|-1.570000052|-1.570000052|\\N|-1.570000052|\\N|-1.570000052|-1.570000052|-1.5700000524520874|-1.5700000524520874|\\N|-1.5700000524520874
2767842|32584|2000|10|12|1|12|6|15|2|8|0.06769999862|0.06769999862|0.06769999862|0.06769999862|0.06769999862|0.06769999862|0.06769999862|6.7699998617172241E-2|6.7699998617172241E-2|6.7699998617172241E-2|6.7699998617172241E-2
4547258|32555|2013|10|12|21|12|20932|16|14|8|0.1969999969|0.1969999969|0.1969999969|0.1969999969|0.1969999969|0.1969999969|0.1969999969|0.19699999690055847|0.19699999690055847|0.19699999690055847|0.19699999690055847
4547263|32556|2013|10|2|21|12|6|14|2|10|0.4589999914|0.4589999914|0.4589999914|0.4589999914|0.4589999914|0.4589999914|0.4589999914|0.45899999141693115|0.45899999141693115|0.45899999141693115|0.45899999141693115
4547264|32556|2013|10|2|21|12|20932|14|2|10|1.190000057|1.190000057|1.190000057|1.190000057|1.190000057|1.190000057|1.190000057|1.190000057220459|1.190000057220459|1.190000057220459|1.190000057220459
4547265|32556|2013|10|4|21|12|6|14|2|11|1.080000043|1.080000043|1.080000043|1.080000043|1.080000043|1.080000043|1.080000043|1.0800000429153442|1.0800000429153442|1.0800000429153442|1.0800000429153442
4547275|32558|2013|168|2|21|12|3|14|14|10|0.008600000292|0.008600000292|0.008600000292|0.008600000292|0.008600000292|0.008600000292|0.008600000292|8.6000002920627594E-3|8.6000002920627594E-3|8.6000002920627594E-3|8.6000002920627594E-3
4547282|32559|2013|12830|4|21|12|12830|16|14|11|0|0|0|0|0|0|0|0|0|0|0
4547291|32560|2013|168|4|21|12|3|14|14|11|0.5149999857|0.5149999857|0.5149999857|0.5149999857|0.5149999857|0.5149999857|0.5149999857|0.51499998569488525|0.51499998569488525|0.51499998569488525|0.51499998569488525
4547300|32561|2013|168|12|21|12|3|14|14|8|1.289999962|1.289999962|1.289999962|1.289999962|1.289999962|1.289999962|1.289999962|1.2899999618530273|1.2899999618530273|1.2899999618530273|1.2899999618530273
4547320|32567|2013|10|4|21|12|20932|16|14|11|0.7179999948|0.7179999948|0.7179999948|0.7179999948|0.7179999948|0.7179999948|0.7179999948|0.71799999475479126|0.71799999475479126|0.71799999475479126|0.71799999475479126
4547328|32570|2013|10|2|21|12|20932|14|14|10|0.04560000077|0.04560000077|0.04560000077|0.04560000077|0.04560000077|0.04560000077|0.04560000077|4.5600000768899918E-2|4.5600000768899918E-2|4.5600000768899918E-2|4.5600000768899918E-2
4547375|32593|2013|18340|12|21|12|20433|14|14|8|0.04679999873|0.04679999873|0.04679999873|0.04679999873|0.04679999873|0.04679999873|0.04679999873|4.6799998730421066E-2|4.6799998730421066E-2|4.6799998730421066E-2|4.6799998730421066E-2
5158280|32560|2017|168|4|21|12|3|14|14|11|0.4050000012|0.4050000012|0.4050000012|0.4050000012|0.4050000012|0.4050000012|0.4050000012|0.4050000011920929|0.4050000011920929|0.4050000011920929|0.4050000011920929
5158290|32561|2017|685|4|21|12|685|14|14|11|0|0|0|0|0|0|0|0|0|0|0
5158294|32563|2017|168|12|21|12|3|14|2|8|0|0|0|0|0|0|0|0|0|0|0
5158298|32565|2017|10|12|21|12|6|14|14|8|0.4219999909|0.4219999909|0.4219999909|0.4219999909|0.4219999909|0.4219999909|0.4219999909|0.42199999094009399|0.42199999094009399|0.42199999094009399|0.42199999094009399
5158300|32565|2017|168|4|21|12|3|14|14|11|0.1840000004|0.1840000004|0.1840000004|0.1840000004|0.1840000004|0.1840000004|0.1840000004|0.18400000035762787|0.18400000035762787|0.18400000035762787|0.18400000035762787
5158303|32565|2017|685|12|21|12|685|14|14|8|0.7039999962|0.7039999962|0.7039999962|0.7039999962|0.7039999962|0.7039999962|0.7039999962|0.70399999618530273|0.70399999618530273|0.70399999618530273|0.70399999618530273
5158349|32584|2017|12830|4|21|12|20460|14|2|11|0.01979999989|0.01979999989|0.01979999989|0.01979999989|0.01979999989|0.01979999989|0.01979999989|1.9799999892711639E-2|1.9799999892711639E-2|1.9799999892711639E-2|1.9799999892711639E-2
23594660|32560|2067|168|4|29|12|168|1|14|11|\\N|0|0|0|0|0|0|\\N|\\N|0|\\N
20810771|32645|2058|685|9|29|12|685|14|24|17|0|0|0|0|0|0|0|0|0|0|0
20810787|32645|2058|8924|9|29|12|8924|14|24|19|0|0|0|0|0|0|0|0|0|0|0
21006047|238910|2058|11168|2|29|12|11168|2|24|10|0|0|9.999999747e-05|0|9.999999747e-05|0|0|0|0|9.9999997473787516E-5|0
21006054|238914|2058|685|2|29|12|685|14|24|10|0.0005000000237|0.0005000000237|0.0005000000237|0.0005000000237|0.0005000000237|0.0005000000237|0.0005000000237|5.0000002374872565E-4|5.0000002374872565E-4|5.0000002374872565E-4|5.0000002374872565E-4
21640388|194793|2060|168|9|29|12|168|2|24|17|0|0|0|0|0|0|0|0|0|0|0
21687992|238910|2060|685|2|29|12|685|2|24|10|0|0|9.999999747e-05|0|0|0|0|0|0|0|0
21507685|32560|2060|168|12|29|120|168|1|14|8|0|\\N|\\N|\\N|\\N|\\N|\\N|\\N|0|\\N|-0.24400000274181366
21507743|32623|2060|18340|9|29|12|18340|2|24|17|0|0|0|0|0|0|0|0|0|0|0
21507760|32624|2060|12830|9|29|12|12830|1|24|20|0|0|0|0|0|0|0|0|0|0|0
2767775|32563|2000|685|4|21|12|6|15|2|11|0.01499999966|0.01499999966|0.01499999966|0.01499999966|0.01499999966|0.01499999966|0.01499999966|1.4999999664723873E-2|1.4999999664723873E-2|1.4999999664723873E-2|1.4999999664723873E-2
2767822|32572|2000|10|4|21|12|6|16|14|11|0|0|0|0|0|0|0|0|0|0|0
2654425|32589|1999|168|12|29|12|3|17|14|8|4.460000038|4.460000038|4.460000038|4.460000038|4.460000038|4.460000038|4.460000038|4.4600000381469727|4.4600000381469727|4.4600000381469727|4.4600000381469727
2654429|32589|1999|685|12|29|12|3|17|14|8|1.110000014|1.110000014|1.110000014|1.110000014|1.110000014|1.110000014|1.110000014|1.1100000143051147|1.1100000143051147|1.1100000143051147|1.1100000143051147
2767701|32555|2000|10|4|21|12|20932|15|14|11|0.2179999948|0.2179999948|0.2179999948|0.2179999948|0.2179999948|0.2179999948|0.2179999948|0.21799999475479126|0.21799999475479126|0.21799999475479126|0.21799999475479126
2767722|32556|2000|685|4|21|12|6|16|2|11|0.08100000024|0.08100000024|0.08100000024|0.08100000024|0.08100000024|0.08100000024|0.08100000024|8.1000000238418579E-2|8.1000000238418579E-2|8.1000000238418579E-2|8.1000000238418579E-2
4547273|32558|2013|10|4|21|12|6|14|14|11|0.02400000021|0.02400000021|0.02400000021|0.02400000021|0.02400000021|0.02400000021|0.02400000021|2.4000000208616257E-2|2.4000000208616257E-2|2.4000000208616257E-2|2.4000000208616257E-2
